51081.423265 r 20.175 0.030
51081.424098 i 19.992 0.035
51081.424932 u 20.753 0.093
51081.425765 z 20.033 0.127
51081.426598 g 20.506 0.028
51875.238220 r 20.419 0.033
51875.239053 i 20.060 0.030
51875.239887 u 21.113 0.117
51875.240720 z 20.127 0.123
51875.241553 g 20.789 0.033
52171.470641 r 20.283 0.026
52171.471474 i 20.071 0.028
52171.472308 u 21.115 0.115
52171.473141 z 20.292 0.124
52171.473974 g 20.718 0.030
52225.319081 r 20.383 0.028
52225.319914 i 20.143 0.028
52225.320748 u 20.853 0.091
52225.321581 z 19.930 0.084
52225.322414 g 20.836 0.029
52288.153506 r 20.476 0.032
52288.154339 i 20.118 0.031
52288.155173 u 21.128 0.122
52288.156006 z 20.001 0.096
52288.156839 g 20.850 0.033
52551.426791 r 20.545 0.040
52551.427624 i 20.342 0.048
52551.428458 u 21.405 0.170
52551.429291 z 20.263 0.154
52551.430124 g 21.024 0.041
52558.459664 r 20.577 0.033
52558.460497 i 20.232 0.033
52558.461331 u 21.088 0.106
52558.462164 z 20.300 0.125
52558.462997 g 21.052 0.033
52578.331273 r 20.538 0.030
52578.332106 i 20.230 0.028
52578.332940 u 21.379 0.127
52578.333773 z 20.395 0.118
52578.334606 g 21.015 0.033
52585.294254 r 20.525 0.035
52585.295087 i 20.293 0.038
52585.295921 u 21.280 0.124
52585.296754 z 20.090 0.125
52585.297587 g 21.024 0.032
52909.460886 r 20.061 0.024
52909.461719 i 19.874 0.026
52909.462553 u 20.644 0.075
52909.463386 z 19.891 0.080
52909.464219 g 20.359 0.023
52910.431128 r 20.020 0.022
52910.431961 i 19.930 0.030
52910.432795 u 20.533 0.074
52910.433628 z 19.710 0.080
52910.434461 g 20.371 0.025
52935.358299 r 20.046 0.025
52935.359132 i 19.807 0.026
52935.359966 u 20.652 0.082
52935.360799 z 19.820 0.095
52935.361632 g 20.353 0.022
52963.281377 r 19.937 0.021
52963.282210 i 19.776 0.022
52963.283044 u 20.544 0.066
52963.283877 z 19.676 0.067
52963.284710 g 20.223 0.020
53351.203683 r 19.951 0.026
53351.204516 i 19.760 0.030
53351.205350 u 20.500 0.087
53351.206183 z 19.749 0.095
53351.207016 g 20.186 0.021
53622.460729 r 19.960 0.019
53622.461562 i 19.750 0.020
53622.462396 u 20.746 0.077
53622.463229 z 19.742 0.061
53622.464062 g 20.260 0.019
53627.417827 r 20.031 0.023
53627.418660 i 19.796 0.023
53627.419494 u 20.546 0.077
53627.420327 z 19.613 0.068
53627.421160 g 20.296 0.022
53634.410200 r 19.945 0.051
53634.411033 i 19.857 0.043
53634.411867 u 20.742 0.228
53634.412700 z 19.777 0.083
53634.413533 g 20.390 0.074
53638.451537 r 19.937 0.032
53638.452370 i 19.711 0.029
53638.453204 u 20.723 0.129
53638.454037 z 19.773 0.104
53638.454870 g 20.242 0.030
53640.415572 r 19.986 0.023
53640.416405 i 19.739 0.025
53640.417239 u 20.627 0.099
53640.418072 z 19.750 0.083
53640.418905 g 20.300 0.027
53643.458048 r 20.082 0.029
53643.458881 i 19.715 0.027
53643.459715 u 20.727 0.104
53643.460548 z 19.638 0.082
53643.461381 g 20.313 0.024
53646.476980 r 20.028 0.033
53646.477813 i 19.755 0.026
53646.478647 u 20.631 0.117
53646.479480 z 19.614 0.084
53646.480313 g 20.325 0.024
53657.295725 r 20.001 0.068
53657.296558 i 19.718 0.059
53657.297392 u 20.897 0.253
53657.298225 z 19.810 0.192
53657.299058 g 20.280 0.088
53657.460014 r 19.947 0.027
53657.460847 i 19.726 0.028
53657.461681 u 20.478 0.104
53657.462514 z 19.638 0.095
53657.463347 g 20.270 0.026
53663.477396 r 19.944 0.047
53663.478229 i 19.774 0.038
53663.479063 u 20.523 0.278
53663.479896 z 19.677 0.110
53663.480729 g 20.419 0.097
53665.477328 r 19.962 0.036
53665.478161 i 19.725 0.034
53665.478995 u 20.747 0.211
53665.479828 z 19.707 0.113
53665.480661 g 20.322 0.048
53668.465945 r 19.935 0.039
53668.466778 i 19.704 0.038
53668.467612 u 20.159 0.127
53668.468445 z 19.850 0.175
53668.469278 g 20.209 0.046
53669.371948 r 19.917 0.025
53669.372781 i 19.746 0.028
53669.373615 u 20.546 0.103
53669.374448 z 19.617 0.078
53669.375281 g 20.214 0.027
53670.471917 r 19.915 0.034
53670.472750 i 19.596 0.032
53670.473584 u 20.548 0.188
53670.474417 z 19.625 0.135
53670.475250 g 20.262 0.040
53671.456694 r 19.919 0.025
53671.457527 i 19.663 0.023
53671.458361 u 20.453 0.093
53671.459194 z 19.628 0.081
53671.460027 g 20.213 0.025
53674.356186 r 19.961 0.032
53674.357019 i 19.729 0.032
