51075.391553 r 19.259 0.014
51075.392386 i 19.103 0.018
51075.393220 u 19.381 0.027
51075.394053 z 19.158 0.078
51075.394886 g 19.220 0.012
51818.361203 r 19.090 0.011
51818.362036 i 18.942 0.014
51818.362870 u 19.272 0.024
51818.363703 z 18.956 0.043
51818.364536 g 19.057 0.011
51819.446393 r 19.081 0.013
51819.447226 i 18.918 0.015
51819.448060 u 19.229 0.035
51819.448893 z 19.047 0.056
#51819.449726 g -99.000 0.012
52170.412195 r 18.963 0.011
52170.413028 i 18.802 0.013
52170.413862 u 19.095 0.023
52170.414695 z 18.891 0.042
52170.415528 g 18.939 0.010
52173.325569 r 18.929 0.012
52173.326402 i 18.814 0.016
52173.327236 u 19.125 0.027
52173.328069 z 18.888 0.054
52173.328902 g 18.892 0.010
52224.305761 r 19.070 0.011
52224.306594 i 18.866 0.013
52224.307428 u 19.323 0.026
52224.308261 z 18.968 0.040
52224.309094 g 19.076 0.011
52225.271069 r 19.023 0.011
52225.271902 i 18.870 0.012
52225.272736 u 19.359 0.031
52225.273569 z 18.972 0.041
52225.274402 g 18.987 0.010
52234.262221 r 19.027 0.011
52234.263054 i 18.898 0.013
52234.263888 u 19.371 0.028
52234.264721 z 18.943 0.039
52234.265554 g 19.080 0.011
52261.225576 r 19.046 0.011
52261.226409 i 18.875 0.013
52261.227243 u 19.523 0.029
52261.228076 z 18.910 0.039
52261.228909 g 19.120 0.011
52287.106070 r 19.056 0.011
52287.106903 i 18.861 0.013
52287.107737 u 19.305 0.025
52287.108570 z 18.906 0.040
52287.109403 g 19.071 0.010
52288.105490 r 19.047 0.012
52288.106323 i 18.870 0.012
52288.107157 u 19.158 0.029
52288.107990 z 18.833 0.038
52288.108823 g 19.090 0.010
52552.424769 r 18.862 0.013
52552.425602 i 18.721 0.017
52552.426436 u 19.011 0.029
52552.427269 z 18.865 0.061
52552.428102 g 18.765 0.011
52557.399128 r 18.836 0.010
52557.399961 i 18.741 0.013
52557.400795 u 19.048 0.023
52557.401628 z 18.734 0.042
52557.402461 g 18.811 0.009
52558.411656 r 18.824 0.010
52558.412489 i 18.737 0.011
52558.413323 u 18.953 0.023
52558.414156 z 18.825 0.033
52558.414989 g 18.764 0.009
52578.283262 r 18.808 0.010
52578.284095 i 18.706 0.012
52578.284929 u 18.933 0.023
52578.285762 z 18.762 0.036
52578.286595 g 18.763 0.008
52585.246242 r 18.804 0.011
52585.247075 i 18.703 0.013
52585.247909 u 18.969 0.023
52585.248742 z 18.741 0.048
52585.249575 g 18.786 0.008
52908.373695 r 19.049 0.012
52908.374528 i 18.861 0.014
52908.375362 u 19.297 0.027
52908.376195 z 18.971 0.046
52908.377028 g 19.048 0.010
52910.383119 r 19.004 0.012
52910.383952 i 18.783 0.012
52910.384786 u 19.244 0.031
52910.385619 z 18.893 0.042
52910.386452 g 18.974 0.010
52912.353133 r 19.025 0.011
52912.353966 i 18.835 0.014
52912.354800 u 19.295 0.029
52912.355633 z 18.804 0.037
52912.356466 g 19.056 0.010
52934.305598 r 19.061 0.013
52934.306431 i 18.886 0.015
52934.307265 u 19.368 0.027
52934.308098 z 18.974 0.053
52934.308931 g 19.060 0.011
52935.310288 r 19.000 0.012
52935.311121 i 18.878 0.014
52935.311955 u 19.182 0.030
52935.312788 z 18.918 0.050
52935.313621 g 19.014 0.010
52936.301526 r 19.052 0.012
52936.302359 i 18.853 0.014
52936.303193 u 19.222 0.024
52936.304026 z 18.933 0.043
52936.304859 g 19.012 0.010
52963.233365 r 18.980 0.011
52963.234198 i 18.875 0.011
52963.235032 u 19.133 0.025
52963.235865 z 18.959 0.035
52963.236698 g 19.004 0.009
53270.365638 r 19.301 0.017
53270.366472 i 19.093 0.018
53270.367305 u 19.597 0.033
53270.368138 z 19.122 0.042
53270.368972 g 19.301 0.021
53272.415525 r 19.309 0.014
53272.416358 i 19.048 0.016
53272.417192 u 19.551 0.035
53272.418025 z 19.065 0.049
53272.418858 g 19.315 0.013
53286.384245 r 19.307 0.014
53286.385078 i 19.084 0.017
53286.385912 u 19.598 0.039
53286.386745 z 19.134 0.052
53286.387578 g 19.320 0.014
53288.342737 r 19.293 0.013
53288.343570 i 19.099 0.015
53288.344404 u 19.561 0.031
53288.345237 z 19.062 0.043
53288.346070 g 19.258 0.012
53294.390411 r 19.286 0.015
53294.391244 i 19.084 0.017
53294.392078 u 19.589 0.035
53294.392911 z 19.136 0.054
53294.393744 g 19.344 0.013
53296.337419 r 19.298 0.020
53296.338252 i 19.079 0.022
53296.339086 u 19.570 0.033
53296.339919 z 19.160 0.056
53296.340752 g 19.338 0.023
53298.387187 r 19.252 0.018
53298.388020 i 19.103 0.020
53298.388854 u 19.686 0.038
53298.389687 z 19.090 0.067
53298.390520 g 19.287 0.014
53302.338406 r 19.252 0.018
53302.339239 i 19.098 0.021
53302.340073 u 19.523 0.053
53302.340906 z 19.029 0.047
53302.341739 g 19.358 0.021
53312.293937 r 19.303 0.024
53312.294770 i 19.140 0.028
53312.295604 u 19.586 0.078
53312.296437 z 19.129 0.065
53312.297270 g 19.289 0.024
53314.295136 r 19.243 0.017
53314.295969 i 19.070 0.018
53314.296803 u 19.596 0.037
53314.297636 z 19.017 0.055
53314.298469 g 19.304 0.014
53319.282934 r 19.299 0.022
53319.283767 i 19.023 0.021
53319.284601 u 19.640 0.044
#53319.285434 z -99.000 0.066
#53319.286267 g -99.000 0.015
53616.399490 r 19.084 0.013
53616.400323 i 18.919 0.016
53616.401157 u 19.159 0.028
53616.401990 z 18.886 0.050
53616.402823 g 18.998 0.012
53626.375918 r 19.145 0.021
#53626.376751 i -99.000 0.026
53626.377585 u 19.324 0.049
53626.378418 z 18.866 0.074
#53626.379251 g -99.000 0.014
53628.360782 r 19.026 0.015
53628.361615 i 18.882 0.018
53628.362449 u 19.236 0.040
53628.363282 z 18.950 0.057
53628.364115 g 19.069 0.016
53637.362401 r 19.040 0.016
53637.363234 i 18.993 0.019
53637.364068 u 19.264 0.041
53637.364901 z 18.901 0.051
53637.365734 g 19.041 0.016
53638.403528 r 19.021 0.012
53638.404361 i 18.918 0.012
53638.405195 u 19.148 0.030
53638.406028 z 19.006 0.041
53638.406861 g 19.004 0.011
53639.407778 r 19.068 0.012
53639.408611 i 18.954 0.013
53639.409445 u 19.215 0.027
53639.410278 z 18.972 0.041
53639.411111 g 19.077 0.011
53640.367563 r 19.029 0.012
53640.368396 i 18.902 0.013
53640.369230 u 19.154 0.032
53640.370063 z 18.946 0.047
53640.370896 g 18.960 0.011
53641.406944 r 19.055 0.011
53641.407777 i 18.926 0.014
53641.408611 u 19.180 0.027
53641.409444 z 19.004 0.042
53641.410277 g 18.999 0.011
53646.428973 r 19.041 0.016
53646.429806 i 18.934 0.016
53646.430640 u 19.103 0.042
53646.431473 z 19.018 0.054
53646.432306 g 19.055 0.011
53657.365828 r 19.089 0.021
53657.366661 i 18.856 0.022
53657.367495 u 19.261 0.050
53657.368328 z 18.903 0.064
53657.369161 g 19.011 0.021
53663.350377 r 19.081 0.016
53663.351210 i 18.873 0.016
53663.352044 u 19.167 0.044
53663.352877 z 18.975 0.048
53663.353710 g 18.944 0.017
53663.429393 r 18.998 0.019
53663.430226 i 18.844 0.015
#53663.431060 u -99.000 0.060
53663.431893 z 18.879 0.044
53663.432726 g 18.965 0.020
53664.364692 r 18.935 0.031
53664.365525 i 18.741 0.033
53664.366359 u 18.995 0.072
53664.367192 z 18.866 0.090
53664.368025 g 18.892 0.024
53665.328347 r 19.038 0.018
53665.329180 i 18.955 0.016
53665.330014 u 19.157 0.035
53665.330847 z 18.935 0.051
#53665.331680 g -99.000 0.015
53665.429327 r 19.041 0.016
53665.430160 i 18.876 0.015
53665.430994 u 19.214 0.050
53665.431827 z 18.971 0.054
53665.432660 g 18.925 0.015
53666.420466 r 19.030 0.015
53666.421299 i 18.895 0.016
53666.422133 u 19.244 0.046
53666.422966 z 18.904 0.047
53666.423799 g 18.983 0.015
53668.339977 r 19.032 0.014
53668.340810 i 18.870 0.017
53668.341644 u 19.220 0.033
53668.342477 z 18.903 0.054
53668.343310 g 18.934 0.013
53668.417943 r 19.014 0.017
53668.418776 i 18.855 0.017
53668.419610 u 19.132 0.054
53668.420443 z 18.850 0.063
53668.421276 g 18.936 0.015
53669.323937 r 19.021 0.013
53669.324770 i 18.840 0.013
53669.325604 u 19.132 0.033
#53669.326437 z -99.000 0.159
53669.327270 g 18.961 0.012
53669.427596 r 19.008 0.015
53669.428429 i 18.903 0.017
53669.429263 u 19.151 0.042
53669.430096 z 19.015 0.058
53669.430929 g 18.987 0.014
53670.344829 r 19.027 0.014
53670.345662 i 18.867 0.017
53670.346496 u 19.181 0.033
53670.347329 z 18.944 0.055
53670.348162 g 18.944 0.012
53671.408692 r 19.011 0.013
53671.409525 i 18.826 0.014
53671.410359 u 19.060 0.034
53671.411192 z 18.883 0.046
53671.412025 g 18.959 0.011
53673.312816 r 19.062 0.011
53673.313649 i 18.924 0.013
53673.314483 u 19.195 0.025
53673.315316 z 18.945 0.036
53673.316149 g 18.943 0.010
53674.308174 r 19.005 0.014
53674.309007 i 18.880 0.016
53674.309841 u 19.099 0.032
53674.310674 z 18.964 0.054
53674.311507 g 18.898 0.011
53675.309703 r 19.090 0.013
53675.310536 i 18.911 0.015
53675.311370 u 19.175 0.026
53675.312203 z 18.901 0.052
53675.313036 g 19.035 0.010
53676.397635 r 19.019 0.012
53676.398468 i 18.907 0.013
53676.399302 u 19.175 0.036
53676.400135 z 18.907 0.045
53676.400968 g 18.971 0.011
53677.330733 r 19.053 0.011
53677.331566 i 18.925 0.013
53677.332400 u 19.223 0.026
53677.333233 z 18.956 0.036
53677.334066 g 18.961 0.010
53679.369535 r 19.025 0.016
53679.370368 i 18.899 0.017
53679.371202 u 19.197 0.036
53679.372035 z 18.936 0.061
53679.372868 g 19.002 0.011
53680.317401 r 19.073 0.012
53680.318234 i 18.909 0.014
53680.319068 u 19.189 0.025
53680.319901 z 18.909 0.039
53680.320734 g 18.936 0.010
53681.361049 r 19.003 0.012
53681.361882 i 18.889 0.012
53681.362716 u 19.169 0.032
53681.363549 z 18.915 0.039
53681.364382 g 18.945 0.010
53683.375957 r 19.049 0.014
53683.376790 i 18.880 0.019
53683.377624 u 19.258 0.036
53683.378457 z 18.999 0.074
53683.379290 g 18.985 0.012
53684.322543 r 19.071 0.029
53684.323376 i 18.992 0.035
53684.324210 u 19.253 0.079
53684.325043 z 18.961 0.146
53684.325876 g 18.974 0.028
53686.316833 r 19.032 0.021
53686.317666 i 18.909 0.023
53686.318500 u 19.316 0.074
53686.319333 z 18.883 0.060
#53686.320166 g -99.000 0.028
53687.263856 r 19.008 0.024
53687.264689 i 18.915 0.020
#53687.265523 u -99.000 0.054
53687.266356 z 18.945 0.054
53687.267189 g 19.008 0.020
53693.319294 r 19.104 0.020
53693.320127 i 18.899 0.021
53693.320961 u 19.125 0.058
53693.321794 z 18.885 0.059
53693.322627 g 18.999 0.025
53698.316682 r 19.050 0.013
53698.317515 i 18.918 0.016
53698.318349 u 19.187 0.032
53698.319182 z 18.840 0.045
53698.320015 g 18.977 0.013
53700.317029 r 19.017 0.014
53700.317862 i 18.856 0.016
53700.318696 u 19.117 0.038
53700.319529 z 18.843 0.060
53700.320362 g 18.953 0.011
53704.302614 r 19.079 0.012
53704.303447 i 18.873 0.015
53704.304281 u 19.216 0.030
53704.305114 z 18.844 0.048
53704.305947 g 18.939 0.011
53705.303700 r 18.992 0.013
53705.304533 i 18.850 0.015
53705.305367 u 19.148 0.039
53705.306200 z 18.920 0.044
53705.307033 g 18.984 0.010
53975.388694 r 19.193 0.017
53975.389527 i 18.948 0.016
53975.390360 u 19.376 0.043
53975.391194 z 19.094 0.047
53975.392027 g 19.143 0.022
53989.398852 r 19.191 0.019
53989.399686 i 18.969 0.020
53989.400519 u 19.397 0.049
53989.401352 z 18.916 0.039
53989.402186 g 19.056 0.024
53994.411693 r 19.106 0.014
53994.412526 i 18.945 0.013
53994.413359 u 19.326 0.031
53994.414193 z 18.965 0.043
53994.415026 g 19.157 0.018
53995.437464 r 19.155 0.019
53995.438298 i 18.992 0.018
53995.439131 u 19.372 0.030
53995.439964 z 18.985 0.035
53995.440798 g 19.121 0.027
54000.374105 r 19.117 0.015
54000.374938 i 18.961 0.018
54000.375772 u 19.388 0.029
54000.376605 z 19.118 0.056
54000.377438 g 19.154 0.024
54005.408592 r 19.124 0.019
54005.409425 i 18.954 0.014
54005.410259 u 19.351 0.030
54005.411092 z 18.994 0.035
54005.411925 g 19.151 0.020
54007.424241 r 19.204 0.023
54007.425075 i 18.964 0.019
54007.425908 u 19.361 0.032
54007.426741 z 19.064 0.047
54007.427575 g 19.197 0.022
54009.348009 r 19.133 0.015
54009.348842 i 18.993 0.019
54009.349675 u 19.452 0.027
54009.350509 z 18.948 0.036
54009.351342 g 19.171 0.022
54010.349544 r 19.183 0.013
54010.350377 i 18.945 0.022
54010.351210 u 19.386 0.029
54010.352044 z 19.077 0.032
54010.352877 g 19.162 0.021
54011.412522 r 19.125 0.017
54011.413355 i 18.991 0.015
54011.414188 u 19.505 0.028
54011.415022 z 19.065 0.036
54011.415855 g 19.181 0.023
54012.342441 r 19.113 0.023
54012.343274 i 18.937 0.021
54012.344108 u 19.308 0.046
54012.344941 z 19.033 0.058
54012.345774 g 19.114 0.027
54020.348414 r 19.076 0.016
54020.349248 i 18.897 0.021
54020.350081 u 19.271 0.056
54020.350914 z 19.043 0.053
#54020.351748 g -99.000 0.018
54025.411658 r 19.184 0.017
54025.412492 i 19.032 0.022
54025.413325 u 19.394 0.035
54025.414158 z 18.957 0.045
54025.414992 g 19.135 0.028
54028.418253 r 19.142 0.017
54028.419087 i 18.979 0.018
#54028.419920 u -99.000 0.061
54028.420753 z 19.037 0.068
54028.421587 g 19.124 0.024
54030.341929 r 19.176 0.016
54030.342762 i 18.960 0.018
54030.343595 u 19.349 0.028
54030.344429 z 19.008 0.039
54030.345262 g 19.133 0.018
54030.373719 r 19.108 0.019
54030.374552 i 18.977 0.019
54030.375386 u 19.389 0.030
54030.376219 z 19.033 0.039
54030.377052 g 19.153 0.024
54035.417682 r 19.141 0.020
54035.418516 i 18.969 0.020
54035.419349 u 19.416 0.048
54035.420182 z 19.107 0.062
54035.421016 g 19.081 0.025
54037.323213 r 19.126 0.030
54037.324046 i 18.989 0.017
54037.324880 u 19.405 0.030
54037.325713 z 19.063 0.035
54037.326546 g 19.183 0.021
54040.337656 r 19.127 0.020
54040.338489 i 18.976 0.017
54040.339322 u 19.378 0.041
54040.340156 z 18.983 0.050
54040.340989 g 19.094 0.017
54049.364125 r 19.107 0.022
54049.364959 i 18.937 0.019
54049.365792 u 19.357 0.056
54049.366625 z 19.127 0.057
54049.367459 g 19.211 0.022
54053.343786 r 19.132 0.018
54053.344619 i 18.989 0.023
#54053.345453 u -99.000 0.037
54053.346286 z 18.883 0.063
54053.347119 g 19.137 0.020
54056.330130 r 19.150 0.020
54056.330963 i 18.969 0.020
54056.331797 u 19.321 0.038
54056.332630 z 18.980 0.055
54056.333463 g 19.184 0.034
54068.309888 r 19.161 0.023
54068.310721 i 18.926 0.021
54068.311555 u 19.398 0.051
54068.312388 z 19.039 0.062
54068.313221 g 19.132 0.016
54346.405276 r 19.175 0.019
54346.406110 i 18.951 0.020
54346.406943 u 19.426 0.050
54346.407776 z 19.091 0.062
54346.408610 g 19.133 0.024
54348.409255 r 19.196 0.021
54348.410089 i 19.005 0.021
54348.410922 u 19.370 0.038
#54348.411755 z -99.000 0.053
54348.412589 g 19.126 0.029
54355.419317 r 19.080 0.035
54355.420150 i 19.017 0.018
54355.420983 u 19.370 0.028
54355.421817 z 18.977 0.039
54355.422650 g 19.158 0.018
#54358.365066 r -99.000 0.049
54358.365899 i 19.015 0.020
54358.366733 u 19.347 0.029
54358.367566 z 18.955 0.051
54358.368399 g 19.210 0.024
54365.398134 r 19.154 0.017
54365.398967 i 18.967 0.016
54365.399800 u 19.404 0.025
54365.400634 z 19.019 0.038
54365.401467 g 19.115 0.015
54376.412526 r 19.086 0.022
54376.413359 i 18.988 0.017
54376.414193 u 19.369 0.035
54376.415026 z 19.020 0.041
#54376.415859 g -99.000 0.024
54381.417713 r 19.178 0.020
54381.418546 i 18.981 0.027
54381.419380 u 19.389 0.027
54381.420213 z 19.032 0.039
54381.421046 g 19.180 0.024
54382.397625 r 19.116 0.025
54382.398458 i 18.979 0.025
54382.399291 u 19.256 0.036
54382.400125 z 19.107 0.061
#54382.400958 g -99.000 0.022
54384.424368 r 19.147 0.017
54384.425201 i 18.978 0.018
54384.426034 u 19.363 0.030
54384.426868 z 18.935 0.038
54384.427701 g 19.139 0.028
54385.415422 r 19.139 0.016
54385.416255 i 18.972 0.025
54385.417088 u 19.293 0.046
54385.417922 z 18.996 0.038
54385.418755 g 19.103 0.022
54386.410048 r 19.173 0.019
54386.410882 i 19.039 0.020
54386.411715 u 19.307 0.036
54386.412548 z 19.037 0.051
54386.413382 g 19.146 0.028
54388.414357 r 19.153 0.017
54388.415190 i 18.978 0.016
54388.416023 u 19.331 0.030
54388.416857 z 19.037 0.040
54388.417690 g 19.133 0.019
54392.411842 r 19.148 0.023
54392.412675 i 18.968 0.020
54392.413509 u 19.350 0.034
54392.414342 z 19.002 0.051
54392.415175 g 19.105 0.020
54403.328133 r 19.139 0.038
54403.328966 i 18.908 0.048
54403.329799 u 19.177 0.091
54403.330633 z 18.863 0.129
#54403.331466 g -99.000 0.087
#54404.385659 r -99.000 0.103
54404.386492 i 18.895 0.050
54404.387325 u 19.553 0.119
54404.388159 z 19.150 0.082
#54404.388992 g -99.000 0.045
54405.383597 r 19.130 0.021
54405.384431 i 18.958 0.019
#54405.385264 u -99.000 0.042
54405.386097 z 19.008 0.044
54405.386931 g 19.207 0.019
54406.321930 r 19.170 0.020
54406.322763 i 18.983 0.019
54406.323596 u 19.373 0.033
54406.324430 z 19.005 0.034
54406.325263 g 19.183 0.019
54412.347664 r 19.165 0.017
54412.348498 i 18.992 0.019
54412.349331 u 19.387 0.031
54412.350164 z 18.898 0.043
54412.350998 g 19.137 0.025
