class,specobjid,ra,dec,z,sigma_forbidden,oiii_5007_flux,nii_6584_flux,h_beta_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_eqw
GALAXY,299511117921675264,146.81199,-0.19004646,0.06215091,152.0052,25.04931,15.0534,7.331618,16.28403,3.464392,5.712928,5.201284,-0.6077716
GALAXY,299517989869348864,146.74174,-0.52469154,0.1315038,91.95879,68.8668,129.9966,39.86888,174.6208,20.41914,26.54523,5.741499,-23.71665
GALAXY,299519089380976640,146.7517,-0.40839151,0.03580831,61.22869,210.5195,359.1024,333.1961,1311.788,256.0965,182.8083,33.85272,-46.32598
GALAXY,299536406689114112,146.16234,-0.022424349,0.09155686,143.705,11.30667,3.640389,2.709981,10.44346,3.398175,-7.802032,6.230942,-0.7582279
GALAXY,299543003758880768,145.84425,0.030685407,0.1554309,92.61996,11.03037,41.48017,32.44992,134.9984,22.97449,10.88439,-3.376009,-12.78281
GALAXY,299569117160040448,145.1963,-0.87997986,0.118615,89.80146,28.0456,68.26641,32.09054,133.9965,33.76559,26.44269,12.11208,-10.1271
GALAXY,299569392037947392,145.36211,-0.71402013,0.1315616,57.13091,15.69489,58.15033,50.89903,179.5962,32.69051,28.50644,5.584886,-31.78715
GALAXY,299584235444922368,145.30472,0.56238456,0.1469123,93.31535,5.640034,70.94817,-43.67038,163.1782,19.84315,13.10721,-2.982097,-19.09693
GALAXY,299601552753059840,145.9373,1.1418559,0.1241183,114.247,11.83508,20.2083,8.066994,25.96159,8.651973,4.059365,4.972737,-1.862422
GALAXY,299645533218170880,146.72476,1.0311295,0.08645536,48.00909,8.287917,52.50768,39.60222,159.3771,30.34926,19.61904,2.675707,-26.21152
GALAXY,299648281997240320,146.7823,0.7944099,0.06999054,1,3.59091,-0.2567315,-0.04023961,6.412367,-0.7019117,0.7316316,0.6521631,-0.09839139
GALAXY,299652130287937536,147.03909,0.52560708,0.06346273,58.72172,120.4238,113.3248,134.6182,516.7769,81.20013,57.8144,10.28142,-103.2645
GALAXY,300620799662909440,148.72704,-1.1209844,0.08433501,64.72208,12.67478,98.81001,62.44374,255.8474,31.21758,25.97692,9.025476,-28.9029
GALAXY,300637292337326080,149.01119,-0.080028731,0.08626337,1,2.448908,0.9203647,3.248232,1.535869,-0.3998722,1.410022,0.1766862,0.0217698
GALAXY,300653235255928832,148.04897,-0.85206301,0.1332475,182.6792,18.71664,140.8203,61.66449,383.1564,48.07209,38.67274,13.93759,-15.98313
GALAXY,300659282569881600,148.68383,-0.34381083,0.2063607,39.76417,1.801209,15.79116,12.80424,86.6234,8.459408,5.033523,-8.11583,-13.1339
GALAXY,300669727930345472,147.81045,0.046493486,0.1333251,77.34729,11.61989,125.6245,44.05736,242.1171,42.19727,26.87576,8.257575,-24.24088
GALAXY,300684021581506560,147.404,-1.1733014,0.06273336,65.5576,12.02855,43.38868,20.1096,60.09156,8.543865,8.370733,2.721234,-3.139542
GALAXY,300774731290798080,148.32862,0.94470695,0.0971866,138.6814,11.77187,10.80884,11.15162,22.57135,7.707717,4.759408,4.758293,-1.396676
GALAXY,300778029825681408,148.78171,0.27732919,0.08549848,138.2026,4.913955,33.74887,7.80487,51.79183,18.41066,14.00283,7.1122,-3.615439
GALAXY,301764292175226880,149.5702,-0.90525035,0.1039087,50.38135,5.868615,29.80749,23.48811,84.63778,18.1376,8.871406,5.568139,-13.32947
GALAXY,301788206553131008,149.83803,-0.099649921,0.1680779,1,2.925852,0.8718268,1.930783,8.48856,3.506841,0.9087402,2.583911,-0.9599673
GALAXY,301818168244987904,149.27064,-0.2641052,0.08808289,77.23028,4.959022,24.853,16.4645,70.70238,9.466129,7.516,1.31005,-7.077752
GALAXY,301856101396146176,149.32459,0.98264229,0.08670224,135.9571,20.03752,128.7699,65.85503,325.6521,42.99096,32.98787,5.52783,-9.111596
GALAXY,301859949686843392,149.29027,0.6520023,0.0849936,55.77888,8.73133,15.46709,12.48533,42.11258,10.18055,4.636876,2.505743,-8.155597
GALAXY,301868745779865600,149.53812,0.60086726,0.04669769,59.74556,80.40093,218.1941,189.8755,652.5443,139.9801,100.9954,14.39051,-36.38744
GALAXY,301908603076372480,150.03345,1.2044814,0.09773985,137.0696,9.703689,14.85337,-3.733638,7.706312,10.25209,1.481277,4.245767,-0.4614928
GALAXY,302888547461916672,151.77327,-0.19357136,0.1890451,205.4579,17.19059,95.44911,23.17101,76.51545,27.15218,21.94916,1.264435,-6.44375
GALAXY,302889372095637504,151.06646,-1.2134722,0.06609736,77.18388,134.3046,349.632,259.5634,1105.474,194.8855,142.6392,28.05555,-35.48469
GALAXY,302911362328193024,151.19614,-0.62856884,0.09412583,94.43855,15.68722,28.06275,24.03005,73.5582,23.41353,14.024,3.615775,-6.165287
GALAXY,302913561351448576,151.22126,-0.67707179,0.09589524,101.443,8.24509,11.25734,15.86556,23.70439,3.710961,6.609882,-0.1076178,-0.7456167
GALAXY,302941598897956864,150.73828,0.11045973,0.09307487,8.327909,4.075959,3.833341,-0.4907409,4.874366,-7.077949,2.187787,-0.04991699,-0.3958923
GALAXY,302955067915397120,150.46339,-0.68125326,0.08627754,57.24998,12.94563,44.46018,24.95343,113.0063,19.93023,11.71676,3.076509,-10.07856
GALAXY,302971835467720704,150.90336,0.6019003,0.04468038,73.3616,6.530398,52.75175,23.30534,124.4216,19.48368,12.41451,1.388717,-8.012117
GALAXY,303019389345622016,151.81866,0.2334312,0.09498072,190.2037,25.10962,31.74107,17.83055,48.09579,13.27564,10.99377,11.59085,-3.079162
GALAXY,303039455432828928,152.00348,0.35649896,0.0315523,42.98019,374.4175,47.48361,166.0813,515.8463,90.71978,64.03562,24.04866,-46.77952
GALAXY,304006201014773760,153.44865,-0.97355542,0.0443475,1,-3.937084,3.545769,3.818159,4.404939,-5.614557,1.151531,-0.460063,0.2902817
GALAXY,304017471008958464,153.34334,-0.87179442,0.04748411,49.99102,38.21413,86.55301,71.12551,306.4053,67.38058,49.14203,11.75735,-30.51247
GALAXY,304028466125236224,152.81664,-1.2452536,0.09110201,86.08562,10.78915,45.79119,11.23669,61.7961,16.13124,12.13042,4.976075,-2.591153
GALAXY,304064750008952832,152.29476,-0.27096657,0.06938007,46.15551,31.06908,71.60995,68.71239,252.2621,59.42628,38.56556,7.481746,-34.25564
GALAXY,304132919729874944,153.43962,0.36981844,0.1164549,150.1916,5.227367,31.14852,7.53399,50.96969,15.32294,7.234006,-0.02496444,-3.225046
GALAXY,304168378979870720,153.85948,0.12017995,0.08351937,79.46075,83.07488,304.5039,164.5336,832.3335,154.8626,112.0128,27.69137,-54.04453
GALAXY,305130726095874048,154.78919,-1.2410468,0.04721433,114.2386,73.81699,877.6047,382.2944,1994.87,179.0543,140.888,37.1764,-26.33227
GALAXY,305131000973780992,154.81775,-1.121519,0.09550512,86.84119,7.126016,23.96197,14.07159,49.71756,5.286638,5.647166,0.1920945,-5.204208
GALAXY,305137598043547648,155.05283,-0.68667012,0.06082683,104.6946,18.51325,145.4523,54.48818,369.4055,40.25977,33.44659,11.65708,-17.4453
GALAXY,305149692671453184,154.91788,-0.44020763,0.1389762,91.06012,63.09167,267.7085,143.5733,669.0622,86.29746,63.4313,15.30024,-36.37309
GALAXY,305154640473778176,154.17784,-1.0957784,0.04486018,61.92186,35.09219,14.88679,5.927908,22.56222,7.259567,6.525619,0.6110989,-1.16125
GALAXY,305164810956335104,154.58058,-0.47826431,0.145553,109.0788,24.82978,114.2892,65.62074,320.1898,45.97196,41.97412,6.758459,-31.00496
GALAXY,305205767764469760,153.93459,-0.25284934,0.08486317,38.48085,1.147883,16.86563,12.94307,54.09939,5.867649,4.982541,1.596241,-9.529885
GALAXY,305235179700512768,154.25099,0.31025028,0.07038519,87.35248,12.29522,8.159212,10.62156,14.41372,-0.9776047,-1.939622,3.119401,-0.4895114
GALAXY,305238203357489152,154.25909,0.05794568,0.07127051,124.3652,18.8102,197.93,113.7091,625.5219,55.6357,34.81371,13.97408,-17.87534
GALAXY,305265691148183552,154.7364,0.67669324,0.1468972,143.8506,8.403517,25.72525,-2.052327,15.13932,4.034262,-9.101068,2.000624,-1.271975
GALAXY,306245631859517440,156.71152,-0.94720084,0.09828795,47.54069,9.732267,7.328235,6.775833,18.13625,9.223445,9.27554,1.878448,-1.443078
GALAXY,306301432074627072,155.73729,-1.1776902,0.06206495,145.4537,13.79612,45.04668,9.154385,48.02354,6.375495,0.5807101,3.502043,-1.214771
GALAXY,306312152312997888,155.26885,-1.0884599,0.0960595,44.58871,6.871441,20.4596,20.10396,67.6808,11.80339,6.388732,0.1156171,-10.01089
GALAXY,306355308144388096,156.04186,1.2455492,0.09789305,128.9104,8.080801,5.23817,8.955266,11.78833,6.370589,6.339034,7.957219,-0.9521499
GALAXY,306386369347872768,156.47465,0.63515633,0.09794077,51.67256,-0.6125764,3.860518,8.927964,9.573839,-1.798551,1.268745,-1.949737,-0.5563022
GALAXY,306392966417639424,156.35114,0.77349939,0.1750474,143.2454,22.7058,134.1022,63.03658,326.2519,39.57296,26.25557,4.696498,-29.23978
GALAXY,306396814708336640,156.56404,0.46155986,0.09810183,77.53667,0.4395954,6.479901,0.3353171,4.622103,3.940878,-1.393507,-0.5294068,-0.1196625
GALAXY,306403961533917184,156.64168,0.87291008,0.09763675,48.0943,13.55568,34.34924,34.83415,124.5735,28.73532,17.50676,3.919726,-30.03439
GALAXY,307382252273166336,158.39053,-1.0470216,0.1530027,145.2634,151.26,144.3926,85.12683,308.1529,67.29572,48.83905,12.94547,-22.75352
GALAXY,307392972511537152,158.12735,-0.88641857,0.1144299,70.18637,29.61178,124.762,46.18025,202.7707,43.13035,33.14111,9.62641,-10.65274
GALAXY,307402593238280192,158.59226,-0.41002201,0.1846299,20.09259,-0.2960616,1.182314,1.489846,2.697628,-0.84144,3.74898,-0.06271849,-0.557794
GALAXY,307449597360367616,157.16601,-1.1461384,0.05140048,186.3589,45.95641,59.05032,33.02304,77.75103,31.92299,24.45089,5.15342,-1.248708
GALAXY,307480108808038400,157.21948,0.45718266,0.09461677,174.3999,12.70784,96.30013,34.86955,180.7964,37.68548,28.67452,12.97186,-5.335648
GALAXY,307490829046409216,157.70253,0.40302253,0.117737,97.04507,2.781628,8.326966,1.551863,17.28226,6.698071,4.501277,0.1827832,-0.7796368
GALAXY,307491653680130048,157.76982,0.10848143,0.02834717,35.04668,54.33882,9.045823,28.83916,88.84766,20.94125,11.72035,3.574531,-26.79684
GALAXY,307509520744081408,158.49457,0.61059445,0.1062578,90.67311,9.874295,21.64552,1.118709,18.23135,1.551323,-0.3681889,0.857762,-0.9121236
GALAXY,307519416348731392,158.58042,0.3670403,0.1173905,60.12367,7.02332,3.582491,4.310802,11.2065,5.22055,4.989007,-0.2514682,-1.087912
GALAXY,307541681459193856,159.23906,0.22972839,0.02922444,88.41135,20.13937,213.3895,72.18346,435.5932,53.88094,48.13091,15.50467,-8.605933
GALAXY,308504578029021184,161.00287,-0.53280839,0.1155827,95.50896,7.916406,67.895,37.54197,196.5749,32.27209,19.0952,3.864829,-16.99384
GALAXY,308516122901112832,160.79459,0.033496406,0.08311045,119.0826,9.500114,113.6505,31.68871,221.0137,34.53741,27.73749,8.423993,-14.07116
GALAXY,308524918994135040,160.72785,-0.26564762,0.1281157,75.76208,7.243058,40.04825,22.04477,111.1625,16.58961,11.64767,2.488831,-21.37838
GALAXY,308525468749948928,160.59841,-0.2701148,0.1371632,114.8012,-0.6262409,2.500274,4.905887,5.533695,-2.995546,-2.829595,-2.490813,-0.1730831
GALAXY,308549108249946112,159.89377,-0.25304655,0.01881749,42.2886,332.5916,243.6412,322.7106,1082.738,217.0334,150.5024,26.49002,-48.65482
GALAXY,308563401901107200,159.57794,-1.0192121,0.1073238,119.5385,7.434949,13.7659,6.045731,10.05667,6.96803,3.238458,0.5793453,-0.6735407
GALAXY,308608481877846016,159.4762,0.9545867,0.1158732,115.3435,0.5514693,-4.672348,-0.6463425,29.49863,-2.436782,-0.6118649,-0.8319816,-1.435922
GALAXY,308611505534822400,159.49906,0.91760265,0.05924856,138.6345,38.17249,193.6699,56.34494,273.178,75.27735,50.41123,15.18513,-24.40387
GALAXY,308617827726682112,159.95236,1.0023096,0.1160028,113.7335,15.585,55.14223,21.16084,108.848,15.82257,10.71221,3.513824,-11.19738
GALAXY,308624149918541824,160.0296,0.44308885,0.1321328,23.38331,2.735799,3.25714,11.8899,10.76153,9.563987,2.166587,-1.145619,-0.1540388
GALAXY,308631296744122368,160.31053,0.23852667,0.06061528,46.85588,21.86466,34.30172,35.02405,117.1972,27.76425,19.6308,4.926713,-16.65513
GALAXY,308641742104586240,160.13223,1.0326387,0.1331729,59.26125,64.71764,147.1285,120.3349,486.6838,83.94585,62.26767,16.93032,-79.3972
GALAXY,308662632825513984,160.87658,0.98286169,0.180014,138.3604,6.427434,46.26942,15.12521,86.76783,17.7315,10.7214,0.1282196,-8.074752
GALAXY,308672253552257024,161.20609,0.19319061,0.08127768,79.79951,95.86031,147.885,108.5444,477.9008,94.02602,83.53196,1.391995E+08,-49.4577
GALAXY,309673358839015424,161.6262,-0.26973694,0.1502126,116.6272,3.331889,17.12564,3.592486,30.92955,3.562406,3.556008,23.96484,-2.328376
GALAXY,309694249559943168,160.70148,-0.44542466,0.08592108,71.30527,16.94758,49.11376,34.87796,144.7533,32.69827,22.27035,7.741754,-22.73865
GALAXY,309709642722732032,160.62841,-0.30159462,0.1273374,142.9768,14.66892,26.82848,14.51885,32.83184,0,0,6.438369,-1.815578
GALAXY,309732732466915328,161.06272,0.81196216,0.1161728,149.7269,2.693061,14.29832,5.055711,23.97439,2.326816,-1.353766,-1.54137,-1.659545
GALAXY,309758570990168064,161.47109,0.52430262,0.07640266,100.7672,8.068498,51.21367,22.15126,111.4495,16.95801,5.023507,2.167375,-11.43705
GALAXY,309759395623888896,161.51345,0.77850091,0.1634515,1,-0.6564808,2.054196,4.944149,1.104729,-0.9989688,-2.494373,0.9443461,-0.1913981
GALAXY,309759670501795840,161.51139,0.39850436,0.07673677,97.51662,22.90961,39.37102,22.47917,98.8726,27.35486,22.12552,6.415323,-11.6154
GALAXY,309776438054119424,162.11961,0.66078299,0.08356421,133.5841,9.789296,20.1208,5.498303,18.26748,1.524937,5.727321,3.0265,-1.135147
GALAXY,310752804362807296,164.59902,-0.72582838,0.09615633,101.5534,6.743155,8.623061,4.354478,11.45095,4.730072,0.115621,2.838312,-0.8028404
GALAXY,310766273380247552,163.99234,-0.39009996,0.3111477,1,1.26641,7.912516,2.127234,17.135,-0.003709278,45.0843,1.046844,-2.007249
GALAXY,310773969961641984,163.47416,-0.81782255,0.1079198,114.8389,9.795428,63.59985,22.73216,128.0711,20.29123,13.87568,5.840735,-9.002193
GALAXY,310796509950011392,163.25815,-0.092660555,0.03834658,37.89991,86.61359,17.73685,52.64164,162.3048,30.64222,21.83561,5.09929,-58.94777
GALAXY,310802557263964160,163.20268,0.034482196,0.006033491,36.41884,4907.371,327.9548,1482.315,4669.328,487.2977,335.7333,75.67749,-161.4841
GALAXY,310802832141871104,163.16966,-0.28462384,0.1339453,52.79193,4.098171,23.50561,16.10897,73.78082,8.650103,5.23212,2.694818,-12.38648
GALAXY,310850935775586304,162.74077,1.0173642,0.3453432,1,1.815598,2.545051,2.522875,9.284457,4.502097,0.03079888,1.584113,0.2847417
GALAXY,311878979130779648,166.40683,-0.84812823,0.0461611,75.80808,14.54191,125.0005,52.31509,248.1183,50.15265,36.78817,10.445,-14.92634
GALAXY,311917187159844864,165.78044,-0.34275297,0.1021711,98.29372,2.497789,40.73101,21.2328,129.122,16.49074,10.40731,4.716321,-14.65012
GALAXY,311920760572635136,165.60341,-0.41922884,0.08199831,1,2.35352,0.92796,1.254931,2.353322,-0.3810144,2.022681,0.9508555,-0.2963896
GALAXY,311925158619146240,165.42247,-0.35802084,0.1736975,101.3699,6.427545,15.65857,2.739773,24.21325,3.743722,4.108113,0.3165236,-1.790935
GALAXY,311930106421471232,165.07162,-0.97460534,0.1601934,120.6721,8.390403,12.59007,9.816211,23.55206,13.96854,7.662297,3.222002,-1.42653
GALAXY,311935054223796224,165.15789,-0.76810619,0.1345744,65.67267,4.535362,14.99688,6.413911,22.27518,8.008922,9.720578,2.0277,-2.311344
GALAXY,311941651293562880,164.63958,-0.95358921,0.03834352,44.784,54.51973,50.08742,62.4889,234.9077,53.07341,37.15224,8.450576,-39.87329
GALAXY,311943025683097600,164.66159,-1.1170422,0.0960687,58.1088,5.670944,40.36145,31.08217,116.4254,18.34179,12.17164,1.474484,-13.89319
GALAXY,311970238595885056,164.61064,0.57505927,0.08501542,47.8788,24.75953,45.80303,24.54536,99.72806,14.20725,14.13776,3.162847,-15.93042
GALAXY,312007072235415552,165.72565,0.11840205,0.1849528,121.8835,1.898282,-3.029223,0.3142595,1.585345,-1.052907,-2.518041,4.614245,-0.2086405
GALAXY,312014768816809984,165.94417,-0.019190327,0.3317926,1,-0.4618748,-3.944813,-1.754033,1.367978,-2.685366,-3.150575,0.03124254,-0.2361264
GALAXY,312023290031925248,166.13807,0.62814808,0.09618603,91.44234,0.08112607,-1.192492,5.134612,9.056445,0.002454794,0.5077422,-1.830395,-0.7820619
GALAXY,312030161979598848,166.1626,1.10843,0.121912,125.0594,11.59566,97.84835,57.01352,247.3197,28.66039,24.18826,7.296639,-15.94653
GALAXY,313009002072008704,168.40224,-0.48051266,0.1000678,128.151,6.696853,37.55037,2.92065,27.63759,9.72037,13.44494,1.806205,-2.298123
GALAXY,313058205217351680,166.7636,-0.95567703,0.2836311,172.4124,2.23753,7.383736,-3.394546,-7.40265,-2.631366,12.77257,-4.425345,0.7209204
GALAXY,299547401805391872,145.75413,-0.75339419,0.09848519,116.3394,5.061472,18.80316,6.306112,23.66136,6.544833,7.010397,-0.5575669,-1.789547
GALAXY,299556197898414080,145.48725,-0.80693196,0.06084378,153.7092,46.55729,85.31347,7.960468,50.40124,25.58306,19.20558,12.86561,-2.055644
GALAXY,299558122043762688,145.37411,-1.24932,0.06686618,103.9566,10.242,1.034089,14.52806,22.28505,-0.2905731,2.918379,11.36233,-0.2217845
GALAXY,299571041305389056,145.18888,-0.8339592,0.03458004,0,0,0,0,0,0,0,0,0
GALAXY,299574064962365440,145.20774,-0.32210594,0.1223888,184.5393,-2.22111,5.039024,2.737652,-3.221122,-5.929477,1.85921,-1.699559,0.5115661
GALAXY,299610073968175104,145.76582,0.13534552,0.123279,173.9139,146.4084,173.0037,56.34292,236.8927,57.86506,52.49122,19.27157,-22.12315
GALAXY,299626291764684800,146.14448,0.12700616,0.1259206,87.6488,5.157605,51.89845,36.45838,161.5973,24.83694,15.6441,6.409949,-19.15502
GALAXY,299627116398405632,146.31675,0.58920156,0.1449183,1,6.868195,-0.2541499,-2.122305,4.743006,0.6387578,-2.302506,-1.899012,-0.2533893
GALAXY,299632888834451456,146.6088,0.80469883,0.1429193,89.76,6.354975,36.04971,22.59447,109.4604,14.80402,12.8415,1.710109,-13.65637
GALAXY,300631794779187200,148.45399,-0.79593592,0.08940861,93.89942,56.91388,352.4027,196.5765,875.5927,149.3262,107.9706,25.51764,-47.00596
GALAXY,300633718924535808,149.11249,0.1297301,0.04578607,44.53661,85.69548,91.56993,91.85473,404.6502,83.4271,59.16316,14.9989,-22.79928
GALAXY,300664505250113536,148.23615,-0.17441482,0.1457738,1,0.8661811,-2.961992,14.67961,8.804842,0.7155311,988.7729,0.412485,-0.4327867
GALAXY,300669178174531584,147.73989,0.15970833,0.08043766,81.06087,12.59471,16.97254,3.754874,13.6433,14.94801,6.797697,5.345383,-0.4553639
GALAXY,300671377197787136,147.87054,-0.95820669,0.1610499,186.7923,13.92556,137.2156,64.71584,363.8727,40.0334,32.79408,8.128525,-20.49587
GALAXY,300673301343135744,147.78838,-1.2410359,0.1277621,138.1734,11.09141,116.3806,56.27699,267.8967,38.6576,31.10056,6.711371,-25.42228
GALAXY,300674125976856576,147.80929,-0.72849148,0.03680692,56.77477,27.10915,108.3483,70.00838,323.2633,72.98557,51.66182,9.799683,-26.08637
GALAXY,300691993040807936,147.4905,-0.31634141,0.06365392,66.78252,14.78505,72.0042,49.79659,205.4111,40.74126,29.43159,5.086607,-21.19391
GALAXY,300698864988481536,147.34191,-0.54030367,0.1253882,95.97998,29.80406,132.4469,87.45477,375.5125,58.30838,42.55104,8.326049,-33.26846
GALAXY,300706561569875968,147.16742,0.9439156,0.1661029,116.705,5.588608,61.39359,22.67614,131.3698,26.7995,17.38148,7.117922,-14.38849
GALAXY,300737897651267584,147.95673,1.1428177,0.06441984,100.2681,13.8944,4.541558,0.8493628,9.483521,1.813658,0.463687,-3.711085,-0.5237643
GALAXY,300738447407081472,147.89586,1.1120728,0.02054176,138.4828,87.11272,74.39542,67.62199,182.9019,55.71633,31.09872,18.11469,-1.658141
GALAXY,300762636662892544,148.05468,0.92452048,0.04688425,76.69165,12.66671,67.60773,26.77592,163.4166,39.10064,26.6487,6.788267,-12.56852
GALAXY,300768683976845312,148.50917,0.23923705,0.06443697,186.3681,26.01147,67.60233,13.9031,41.0179,13.36028,11.6097,10.98369,-1.598297
GALAXY,300769508610566144,148.34836,1.0864122,0.09367687,87.03858,13.67821,143.802,41.23113,211.3983,34.53025,27.08739,6.350101,-12.97996
GALAXY,300771982511728640,148.35329,0.91225836,0.09564135,115.9583,3.934805,2.840017,6.847273,4.243767,-4.377123,1.227539,0.6134624,-0.3540268
GALAXY,300773906657077248,148.44252,0.89058843,0.314335,22.62001,0.2014074,13.89796,2.272287,18.75894,-10.65905,1.994892,0.4518316,-4.006394
GALAXY,301771164122900480,150.20822,-0.14916317,0.04281429,44.97252,12.83736,117.3492,75.59972,305.8771,52.37659,29.99465,7.885854,-14.19915
GALAXY,301774187779876864,150.22856,0.043562525,0.09931388,42.15058,-0.05362435,15.73295,8.454941,34.06854,4.31899,3.183933,2.081676,-8.027597
GALAXY,301815144588011520,149.29571,-0.36992192,0.06948269,27.27122,7.194001,20.50763,19.7928,70.26376,19.84994,13.78549,3.498024,-17.25111
GALAXY,301821466779871232,148.78336,-0.56572236,0.1100083,146.9014,7.32095,105.9045,45.62836,264.3176,43.33392,30.58895,8.277094,-12.44983
GALAXY,301832187018242048,148.84656,0.87886816,0.01657376,40.36055,75.74314,33.07288,60.29563,196.2733,45.38414,30.55262,6.849259,-20.13154
GALAXY,301847855058937856,149.07917,0.64739651,0.1252793,47.83695,3.07631,7.228072,15.01592,25.84461,2.802406,-0.2880171,2.022315,-0.7310576
GALAXY,301876717239166976,149.80937,0.30230956,0.1932946,144.403,-1.231237,10.05723,4.6633,10.26044,-4.90396,-1.170923,-3.603373,-1.01612
GALAXY,301877541872887808,149.86896,0.39318413,0.2027204,129.9265,26.45379,127.2425,56.48846,258.0662,42.43791,31.65929,6.146277,-30.39127
GALAXY,301881939919398912,149.89834,0.34545889,0.171811,1,-1.518203,6.46273,6.070362,5.965537,14.53724,-2.40591,-0.9287903,-0.5404546
GALAXY,301884138942654464,149.91497,0.33280419,0.1696523,130.5271,10.23654,40.93179,19.70648,110.7007,78.43922,10.43635,7.374143,-12.51985
GALAXY,301886612843816960,149.69482,1.0628803,0.08174226,48.37487,-0.7645954,-1.72222,4.889307,2.737508,-0.1358859,3.412071,5.722729,-0.05850071
GALAXY,301888536989165568,149.64552,1.0142635,0.06359739,57.54658,8.088188,45.25369,36.33442,141.6279,27.27211,22.73597,5.349035,-19.53413
GALAXY,301901456250791936,150.19523,0.24463182,0.06573609,37.84273,101.7655,19.52852,45.47926,186.5519,35.40749,22.06789,7.154094,-43.75158
GALAXY,301912726244976640,150.36393,0.34849698,0.2315607,42.33603,3.136606,2.212483,-2.50166,0.6245967,-0.6050744,15.42862,3.80792,-0.06979532
GALAXY,301915475024046080,150.52855,0.25767815,0.04574162,47.3843,16.0966,26.37182,26.42593,93.14961,27.3742,16.45915,6.616655,-17.60734
GALAXY,302868481374709760,151.55758,-0.79208042,0.08550981,62.87927,11.77109,102.9189,57.2724,294.0524,47.16973,34.2666,5.41695,-31.9291
GALAXY,302873978932848640,151.93673,-0.22210379,0.09487154,68.94622,4.066037,25.68705,13.8661,60.47321,10.75531,2.300217,1.420504,-7.186631
GALAXY,302906689403774976,151.46813,-0.5999181,0.09559516,60.84128,9.792831,55.30956,39.67786,156.6161,31.46173,22.88678,1.578895,-23.53955
GALAXY,302917684520052736,150.95616,-0.56350198,0.1097003,152.1062,2.271729,4.359584,-1.539887,6.126112,1.425851,3.118044,-3.732385,0.0344344
GALAXY,302940774264236032,150.65203,0.10240702,0.141196,48.78476,6.227832,15.03422,3.263477,17.02476,7.436876,1.332497,1.836071,-2.105514
GALAXY,302961115229349888,149.91583,0.5873293,0.0654925,80.50118,39.54266,90.32775,66.27748,231.3047,45.83058,29.53633,4.976792,-27.32609
GALAXY,302979532049115136,150.8128,0.83288202,0.09747325,1,2.53612,0.8823252,-1.936445,4.0706,17.8797,1.069549,-1.880016,-0.2954509
GALAXY,302985304485160960,151.0909,0.53420176,0.04717308,1,5.88363,-0.5621035,16.4269,30.04706,-1.950154,-2.97528,-0.2849987,-0.3869184
GALAXY,302987228630509568,151.17015,0.36990042,0.04458822,107.6449,26.42583,69.13516,26.50668,62.65236,32.13486,9.713712,-1.564164,-1.16642
GALAXY,302994375456090112,151.16135,0.42022509,0.03275921,37.65091,44.4528,17.56446,25.15904,87.61485,22.62335,17.74991,3.801113,-22.45461
GALAXY,303018564711901184,151.82982,0.60969822,0.1000651,28.24355,0.2057265,-0.5135752,0.04073257,2.304071,2.542797,-0.8475656,-0.7673322,-0.1691179
GALAXY,304009499549657088,153.49146,-0.72255325,0.06946362,66.89379,6.17371,51.86782,32.12082,151.3591,22.33969,17.14606,5.648404,-14.23977
GALAXY,304030940026398720,153.16802,-1.0616722,0.04451234,1,-0.8478261,-0.6353216,3.031145,6.962809,1.299344,0.9160405,3.17669,-0.1825747
GALAXY,304038361729886208,152.71324,-0.64513111,0.04348949,146.3572,513.5613,324.3851,129.4118,524.6385,118.9272,89.18655,36.54036,-13.64163
GALAXY,304110654619412480,152.29392,0.24217989,-0.01063978,0,0,0,0,0,0,0,0,0
GALAXY,304116701933365248,152.44115,0.80304443,0.1619481,136.0484,9.029021,29.76287,10.53413,38.08515,17.35339,5.66919,3.327733,-4.333638
GALAXY,313070299845257216,166.66003,-0.75627503,0.1120666,38.77826,4.738477,7.170802,7.478385,21.73178,5.503018,1.57817,2.529665,-2.469338
GALAXY,313099986659207168,166.64474,1.0273508,0.1258863,138.3653,2.502418,29.14375,2.745804,36.79731,8.183316,6.771333,3.252194,-2.227036
GALAXY,313116754211530752,167.0835,0.25366081,0.2025281,185.933,4.808772,19.15126,11.33077,66.06283,11.84235,11.74252,-0.4112439,-7.015011
GALAXY,313120052746414080,167.01959,0.24991509,0.1997119,14.12948,1.367499,-0.9248351,5.97605,12.89524,0.06125493,-2.569023,-1.751636,-1.597504
GALAXY,314130780219533312,169.71686,-0.72137179,0.2174779,7.797351,-0.3908742,2.733302,4.198126,0.9385402,0.8593221,3.175824,0.6675017,-0.7170933
GALAXY,314175310440458240,169.05337,-0.13541314,0.1008497,137.8186,14.09404,9.159166,0.2591769,3.84435,2.719999,2.005535,-3.222599,-0.5721439
GALAXY,314182457266038784,168.64499,-0.8301207,0.07658804,72.85796,12.02841,56.74465,35.32701,143.1065,25.04316,14.96484,4.083751,-14.73826
GALAXY,314204172620687360,168.30746,-1.0087819,0.1225397,116.1069,24.31363,139.2486,79.28302,407.0838,60.67782,44.57611,15.49128,-30.58424
GALAXY,314221215050917888,168.29622,0.28477469,0.1241883,64.8288,15.20842,76.25505,40.43936,164.8077,22.14596,18.80699,7.402539,-19.59366
